timestamp,event_type,side,price,quantity,trend_strength,volume_ratio,capital_used,stop_loss,take_profit,fee,capital_after,rsi,adx,ema_fast,ema_slow,exit_reason,gross_pnl,net_pnl,funding_cost
234,ENTRY,short,1209.21509,0.00967086012795292,WEAK,1.8041023006421562,3.9000000000000004,1211.0197185714285,1169.1122328571425,0.004677660000000001,29.99532234,31.679129843643196,25.643942675614944,1214.800795852777,1215.4433033928265,,,,
2023-01-03 15:45:00,EXIT,short,1210.414208712143,,,,,,,,29.97904353205432,,,,,STOP_LOSS,-0.0115965093419459,-0.016278807945682677,-0.0
524,ENTRY,long,1259.179275,0.00928991853919287,WEAK,1.3474105292633702,3.897275659167062,1255.4188178571428,1342.7449892857148,0.004679069156395975,29.974364462897924,74.52319284200588,43.74822329463772,1249.7646074053332,1248.8250698527643,,,,
2023-01-09 02:00:00,PARTIAL_EXIT,long,1300.3116510767861,,,,,,,,30.161642670092796,,,,,PARTIAL_TAKE_PROFIT,0.19105821153839453,0.1872782071948727,0.0013640464807084718
2023-01-09 16:15:00,EXIT,long,1342.073616791072,,,,,,,,30.540682412384363,,,,,TAKE_PROFIT,0.38504084129953536,0.37903974229156717,0.003507548093250356
1195,ENTRY,long,1423.941615,0.015450272504736929,STRONG,1.5380240082535481,7.3297637789722465,1420.030472142857,1510.8559007142858,0.008800114393034079,30.53188229799133,62.21826809015438,46.669424736971685,1411.257788062777,1410.4433303221845,,,,
2023-01-13 15:45:00,EXIT,long,1419.3204569067857,,,,,,,,30.451712591031395,,,,,STOP_LOSS,-0.07139815182763085,-0.08016970695993388,0.0
1668,ENTRY,long,1588.77399,0.01380699572132055,STRONG,3.728344389273739,7.308411021847535,1585.0037614285714,1672.556847142857,0.008774478272830151,30.442938112758565,72.0283533260636,42.48738430551729,1581.2296474548189,1580.1137945370035,,,,
2023-01-18 15:30:00,EXIT,long,1584.2112595478573,,,,,,,,30.371191233695395,,,,,STOP_LOSS,-0.06299759983027267,-0.07174687906317072,0.0
1678,ENTRY,short,1537.95064,0.014211329993930464,STRONG,3.3099373217257453,7.2890858960868945,1549.75144,1275.71064,0.008742529623766622,30.362448704071628,23.28700711053662,60.304771398242444,1572.4311673702102,1577.3639905562195,,,,
2023-01-18 17:00:00,EXIT,short,1548.97656428,,,,,,,,30.196950448797317,,,,,STOP_LOSS,-0.15669304843117055,-0.16549825527430964,-0.0
1995,ENTRY,short,1627.46586,0.007232669243023899,WEAK,1.6752071321588953,3.9256035583436515,1634.4364885714285,1472.563002857143,0.004708368907877376,30.19224207988944,25.596427312257603,29.99274079444073,1647.8098283138654,1650.6317032658606,,,,
2023-01-22 00:15:00,EXIT,short,1633.6192703271429,,,,,,,,30.143010327136086,,,,,STOP_LOSS,-0.04450558161283183,-0.04923175275335434,-0.0
2228,ENTRY,short,1616.1415250000002,0.007270338617510173,WEAK,1.4368077276761666,3.9185913425276913,1619.2133535714288,1547.8786678571441,0.004699958456227714,30.138310368679857,14.601927882898792,35.22660698840072,1631.2061252660137,1632.2571579266896,,,,
2023-01-24 10:00:00,EXIT,short,1618.403746894643,,,,,,,,30.11715671217395,,,,,STOP_LOSS,-0.01644711920199883,-0.021153656505907344,-0.0
2366,ENTRY,long,1581.980595,0.007428386922348258,WEAK,1.3481777089615172,3.915230372582614,1577.5772807142857,1679.8320235714284,0.004700625585322686,30.11245608658863,79.95518435526597,43.659802984916034,1557.4482871486598,1554.75567488701,,,,
2023-01-25 20:30:00,EXIT,long,1576.7884920739286,,,,,,,,30.069201939107582,,,,,STOP_LOSS,-0.03856894947551459,-0.04325414748104707,0.0
2675,ENTRY,long,1614.1366649999998,0.00726880970182911,WEAK,1.3879163732428708,3.908996252083986,1608.5592364285712,1738.0795221428575,0.004693140900252033,30.06450879820733,82.22254844392282,64.40363410878783,1582.613276013126,1579.216632081415,,,,
2023-01-29 01:45:00,EXIT,long,1607.754956810357,,,,,,,,30.013446789872923,,,,,STOP_LOSS,-0.04638742240311731,-0.05106200833440809,0.0
3036,ENTRY,long,1607.5633799999998,0.01344922806686033,STRONG,3.3474591024317664,7.203227229569501,1597.91538,1821.963379999999,0.008648194611821144,30.0047985952611,73.75150784077192,33.72330482497947,1583.9633443966345,1581.2066258413518,,,,
2023-02-09 19:15:00,EXIT,long,1597.11642231,,,,,,,,29.83913566285025,,,,,STOP_LOSS,-0.1405035165776485,-0.16566293241084845,0.016567422628009854
4067,ENTRY,short,1523.71776,0.007633595001909896,WEAK,1.1626434789611424,3.8790876361705324,1526.6188457142857,1459.2491885714285,0.004652577710822938,29.83448308513943,28.899480069324625,30.96094622802937,1530.6305829441126,1531.292283829221,,,,
2023-02-12 13:45:00,EXIT,short,1525.8555362914287,,,,,,,,29.81350506144779,,,,,STOP_LOSS,-0.01631891841345187,-0.020978023691640188,-0.0
4101,ENTRY,short,1510.46439,0.014204234753538469,STRONG,5.835800530463659,7.155241214747469,1514.8965042857144,1411.972961428571,0.008581996312968115,29.80492306513482,5.90344168259999,50.34476333879972,1530.1867440157405,1532.9547207222554,,,,
2023-02-12 23:00:00,EXIT,short,1514.1390560335717,,,,,,,,29.74412437151255,,,,,STOP_LOSS,-0.05219581898170524,-0.06079869362226604,-0.0
