timestamp,event_type,side,price,quantity,trend_strength,volume_ratio,capital_used,stop_loss,take_profit,fee,capital_after,rsi,adx,ema_fast,ema_slow,exit_reason,gross_pnl,net_pnl,funding_cost
234,ENTRY,short,1209.21509,0.00967086012795292,WEAK,1.8041023006421562,3.9000000000000004,1211.3455542857141,1179.137947142857,0.004677660000000001,29.99532234,31.679129843643196,25.643942675614944,1214.800795852777,1215.4433033928265,,,,
2023-01-03 15:45:00,EXIT,short,1210.7398815085712,,,,,,,,29.975892736178157,,,,,STOP_LOSS,-0.014746045403683345,-0.019429603821844818,-0.0
524,ENTRY,long,1259.179275,0.009288942169249916,WEAK,1.3474105292633702,3.8968660557031605,1254.7398464285714,1321.8535607142862,0.0046785773864772146,29.97121415879168,74.52319284200588,43.74822329463772,1249.7646074053332,1248.8250698527643,,,,
2023-01-09 09:30:00,EXIT,long,1321.192633933929,,,,,,,,30.5392261780169,,,,,TAKE_PROFIT,0.5760385048582052,0.5680120192252222,0.0031174928445625283
1195,ENTRY,long,1423.941615,0.01544953580810703,STRONG,1.5380240082535481,7.329414282724056,1419.3242935714286,1489.1273292857145,0.008799694787838501,30.53042648322906,62.21826809015438,46.669424736971685,1411.257788062777,1410.4433303221845,,,,
2023-01-13 15:45:00,EXIT,long,1418.614631424643,,,,,,,,30.439360284713946,,,,,STOP_LOSS,-0.0822994234966754,-0.09106619851511524,0.0
1668,ENTRY,long,1588.77399,0.01380139510887671,STRONG,3.728344389273739,7.305446468331347,1584.3230257142857,1651.6111328571428,0.008770919029878614,30.430589365684067,72.0283533260636,42.48738430551729,1581.2296474548189,1580.1137945370035,,,,
2023-01-18 15:30:00,EXIT,long,1583.5308642014286,,,,,,,,30.349484940882864,,,,,STOP_LOSS,-0.07236245075162762,-0.08110442480120558,0.0
1678,ENTRY,short,1537.95064,0.014201173155243097,STRONG,3.3099373217257453,7.283876385811887,1551.88214,1341.27064,0.008736281337142777,30.34074865954572,23.28700711053662,60.304771398242444,1572.4311673702102,1577.3639905562195,,,,
2023-01-18 17:00:00,EXIT,short,1551.1061989300001,,,,,,,,30.145113278141515,,,,,STOP_LOSS,-0.18682437031893598,-0.19563538140420633,-0.0
1995,ENTRY,short,1627.46586,0.007220253383002427,WEAK,1.6752071321588953,3.918864726158397,1635.6950742857143,1511.2887171428572,0.004700286352554382,30.14041299178896,25.596427312257603,29.99274079444073,1647.8098283138654,1650.6317032658606,,,,
2023-01-22 00:15:00,EXIT,short,1634.8772267485715,,,,,,,,30.082179354819026,,,,,STOP_LOSS,-0.053511945839044936,-0.058233636969934936,-0.0
2228,ENTRY,short,1616.1415250000002,0.007255666500744872,WEAK,1.4368077276761666,3.9106833161264736,1619.7679892857145,1564.944382142858,0.004690473569362093,30.077488881249664,14.601927882898792,35.22660698840072,1631.2061252660137,1632.2571579266896,,,,
2023-01-24 10:00:00,EXIT,short,1618.9581052910717,,,,,,,,30.052354065948812,,,,,STOP_LOSS,-0.02043616726458523,-0.02513481530085316,-0.0
2366,ENTRY,long,1581.980595,0.007412403370701837,WEAK,1.3481777089615172,3.906806028573346,1576.782237857143,1655.3691664285714,0.004690511317905159,30.04766355463091,79.95518435526597,43.659802984916034,1557.4482871486598,1554.75567488701,,,,
2023-01-25 20:30:00,EXIT,long,1575.9938467382144,,,,,,,,29.998614600794998,,,,,STOP_LOSS,-0.04437619299520278,-0.04904895383590986,0.0
2675,ENTRY,long,1614.1366649999998,0.007251746198428127,WEAK,1.3879163732428708,3.89981989810335,1607.5522007142854,1707.093807857143,0.004682123769662882,29.993932477025336,82.22254844392282,64.40363410878783,1582.613276013126,1579.216632081415,,,,
2023-01-29 01:45:00,EXIT,long,1606.7484246139284,,,,,,,,29.93569414018056,,,,,STOP_LOSS,-0.05357764413276645,-0.05823833684477622,0.0
3036,ENTRY,long,1607.5633799999998,0.013414386579781674,STRONG,3.3474591024317664,7.184566593643334,1596.17338,1768.363379999999,0.008625790652328186,29.92706834952823,73.75150784077192,33.72330482497947,1583.9633443966345,1581.2066258413518,,,,
2023-02-09 19:15:00,EXIT,long,1595.37529331,,,,,,,,29.738487747465584,,,,,STOP_LOSS,-0.16349570652754983,-0.18858060206264668,0.016524503165379668
4067,ENTRY,short,1523.71776,0.007607846755294643,WEAK,1.1626434789611424,3.866003407170526,1527.1426528571428,1475.3663314285714,0.0046368844865603285,29.733850862979022,28.899480069324625,30.96094622802937,1530.6305829441126,1531.292283829221,,,,
2023-02-12 14:15:00,EXIT,short,1526.3790815307143,,,,,,,,29.708958953349672,,,,,STOP_LOSS,-0.020246926372240587,-0.024891909629349812,-0.0
4101,ENTRY,short,1510.46439,0.014154425197133284,STRONG,5.835800530463659,7.130150148803921,1515.6967471428572,1436.5958185714283,0.008551902088475423,29.700407051261198,5.90344168259999,50.34476333879972,1530.1867440157405,1532.9547207222554,,,,
2023-02-12 23:00:00,EXIT,short,1514.938898769286,,,,,,,,29.62849571586408,,,,,STOP_LOSS,-0.06333409966877385,-0.07191133539711678,-0.0
4552,ENTRY,long,1679.989575,0.012704354533795155,STRONG,4.512638454923249,7.110838971807379,1673.4700750000002,1772.029575,0.00853727326955194,29.619958442594527,41.01174345076783,34.26207747436012,1664.708764634893,1664.812494876501,,,,
2023-02-17 15:00:00,EXIT,long,1672.6333399625003,,,,,,,,29.518002333861833,,,,,STOP_LOSS,-0.09345621795032336,-0.10195610873269517,0.0
