entry_time,exit_time,side,entry_price,exit_price,quantity,gross_pnl,entry_fee,exit_fee,funding_cost,net_pnl,return_pct,trend_strength,volume_ratio_entry,exit_reason,holding_hours,capital_before,capital_after
2025-12-04 15:00:00,164,short,3142.917755,3156.9268947832143,0.0068691584326870175,-0.09623100067655785,0.0028799999999999997,0.008674172400270625,-0.0,-0.10490517307682848,-1.457016292733729,STRONG,2.6657158737530993,STOP_LOSS,0.25,29.99136432,29.88645914692317
2025-12-06 14:45:00,355,long,3056.44746,3048.3362436985717,0.003815392569134392,-0.03094747440311074,0.0015540958756400049,0.00465223978097223,0.0,-0.03559971418408297,-0.916281028528497,WEAK,1.4912707509706835,STOP_LOSS,0.25,29.881794528152437,29.846194813968353
2025-12-11 21:15:00,874,long,3235.186785,3211.4365491789285,0.006645676532766327,-0.15783638484375992,0.002865234702140962,0.008536867404538592,0.0,-0.16637325224829852,-2.322647455358279,STRONG,2.4062169383920717,STOP_LOSS,3.5,29.837594812009876,29.671221559761577
2025-12-12 14:45:00,933,short,3229.254565,3094.2837920032157,0.0066122374230558134,0.8924587962281094,0.0028484372697371117,0.008184055634815486,-0.0,0.8842747405932939,12.417682495425368,STRONG,1.8680900576489834,TAKE_PROFIT,0.75,29.66268052060827,30.546955261201564
2025-12-15 15:15:00,1832,short,3032.7828500000005,3051.609531950001,0.0072483959358221415,-0.1364632449313991,0.00293250770507535,0.008847709651640997,-0.013929411599107914,-0.1313815429839322,-1.7920708989994811,STRONG,4.011361553345823,STOP_LOSS,153.0,30.538162136847895,30.406780593863964
2025-12-22 19:15:00,1922,short,2998.53998,3008.9025975278573,0.003952828772818678,-0.04096165272582954,0.0015811525908809264,0.004757470704846789,-0.0,-0.04571912343067633,-1.1566024353210411,WEAK,1.2570794048888292,STOP_LOSS,3.5,30.402039507820206,30.35632038438953
2025-12-23 22:15:00,2017,long,2963.6010599999995,2950.1529955949995,0.0039967877567120575,-0.053749059165379094,0.0015785286599882557,0.004716454149288598,0.0,-0.05846551331466769,-1.4815192095429595,WEAK,1.2009982176151544,STOP_LOSS,0.25,30.351582430616574,30.293116917301905
2025-12-25 06:30:00,2146,short,2937.380575,2939.3520566232146,0.00742162552714748,-0.014631598341150574,0.0029081392240609826,0.008725908102683318,-0.0,-0.023357506443833893,-0.3212708146925237,STRONG,1.8683904350606932,STOP_LOSS,0.25,30.28439686183856,30.261039355394725
2025-12-25 15:45:00,2183,long,2967.9332249999998,2958.6586556375,0.007344788665200561,-0.06811975192830443,0.0029050597781178937,0.008692289023249537,0.0,-0.07681204095155396,-1.0576311238775034,STRONG,7.364462043778564,STOP_LOSS,0.25,30.252319818470706,30.17550777751915
2025-12-26 15:15:00,2277,short,2902.5779850000004,2911.743956150358,0.004052454015017912,-0.03714467658980486,0.001569126404430996,0.004719883394322263,-0.0,-0.04186455998412712,-1.0672068194355127,WEAK,1.783851821347128,STOP_LOSS,0.25,30.170802751995463,30.128938192011336
2025-12-27 08:45:00,2347,long,2936.96775,2933.4614998035718,0.004002822651979023,-0.014034897709768008,0.0015667047859845896,0.004696850456048838,0.0,-0.018731748165816846,-0.47824576355129855,WEAK,1.1590912851318653,STOP_LOSS,0.25,30.124235727596204,30.105503979430388
2025-12-27 10:45:00,2355,short,2923.03775,2925.045531321429,0.0074118525782834255,-0.01488137916386184,0.0028901283820253173,0.008672002505168457,-0.0,-0.023553381669030295,-0.3259838810693216,STRONG,1.68565945634936,STOP_LOSS,0.25,30.096837929476884,30.073284547807855
