timestamp,event_type,side,price,quantity,trend_strength,volume_ratio,capital_used,stop_loss,take_profit,fee,capital_after,rsi,adx,ema_fast,ema_slow,exit_reason,gross_pnl,net_pnl,funding_cost
163,ENTRY,short,3142.917755,0.0068691584326870175,STRONG,2.6657158737530993,7.199999999999999,3156.1220407142855,2849.4891835714284,0.00863568,29.99136432,49.424095830453815,37.396154313171735,3179.3866342770116,3181.1694892521623,,,,
2025-12-04 15:15:00,EXIT,short,3154.5439796939286,,,,,,,,29.902834315651628,,,,,STOP_LOSS,-0.07986237939661392,-0.08853000434837256,-0.0
354,ENTRY,long,3056.44746,0.003817483070949202,WEAK,1.4912707509706835,3.8873684610347117,3050.8684885714283,3180.4246028571424,0.004667174574318275,29.89816714107731,72.93737574552753,36.14725839079596,3039.008852832061,3037.2670326686043,,,,
2025-12-06 15:00:00,EXIT,long,3049.343054327143,,,,,,,,29.86638986649706,,,,,STOP_LOSS,-0.027120948385286902,-0.031777274580251064,0.0
860,ENTRY,long,3235.186785,0.006650173246250391,STRONG,2.4062169383920717,7.1679335679592935,3216.429756428571,3652.0096421428566,0.008605821041691927,29.857784045455368,68.39430407057581,50.96414194246827,3210.4051537137725,3206.75248040779,,,,
2025-12-12 00:45:00,EXIT,long,3214.821541550357,,,,,,,,29.71380000023034,,,,,STOP_LOSS,-0.13543239714219193,-0.14398404522502697,0.0
930,ENTRY,short,3229.254565,0.006621726036691617,STRONG,1.8680900576489834,7.131312000055281,3237.2599364285716,3051.3574221428585,0.008553295612866307,29.705246704617473,48.61045690061237,34.623931239255604,3238.445877617499,3239.168474770577,,,,
2025-12-12 15:30:00,PARTIAL_EXIT,short,3138.735840574644,,,,,,,,30.000785032017653,,,,,PARTIAL_TAKE_PROFIT,0.2996950971677471,0.29553832740018104,-0.0
2025-12-12 16:15:00,EXIT,short,3049.8317434317873,,,,,,,,30.590790386542505,,,,,TAKE_PROFIT,0.5940443845774546,0.5900053545248524,-0.0
1220,ENTRY,short,3032.7828500000005,0.007258797442016479,STRONG,4.011361553345823,7.341789692770201,3050.0232500000006,2649.662850000001,0.008805742557508581,30.581984643984995,7.231370821170955,51.46173749771201,3111.187085216549,3120.691234193282,,,,
2025-12-17 16:30:00,PARTIAL_EXIT,short,2839.8022385750005,,,,,,,,31.28046805533307,,,,,PARTIAL_TAKE_PROFIT,0.700403584285283,0.6984834113480739,-0.0022025369078310605
2025-12-22 00:15:00,EXIT,short,3048.4982383750007,,,,,,,,31.23295435903802,,,,,STOP_LOSS,-0.05703741046837349,-0.04751369629505174,-0.013949400416263382
1908,ENTRY,short,2998.53998,0.004060229930275872,WEAK,1.2570794048888292,4.060284066674942,3008.5927228571427,2775.1456942857135,0.004869904709569927,31.22808445432845,12.581991651758855,40.82552678638118,3029.7562594316996,3034.094621517962,,,,
2025-12-22 22:45:00,EXIT,short,3007.0884264957144,,,,,,,,31.18849200783629,,,,,STOP_LOSS,-0.034708658319261565,-0.0395924464921592,-0.0
2016,ENTRY,long,2963.6010599999995,0.004106353518107354,WEAK,1.2009982176151544,4.054503961018718,2953.4598599999995,3188.9610600000015,0.004867837455599073,31.183624170380693,58.014783526927104,29.452797013823233,2957.6828314828717,2957.1519994112327,,,,
2025-12-23 22:30:00,EXIT,long,2951.98313007,,,,,,,,31.131068088414892,,,,,STOP_LOSS,-0.047707327441179066,-0.052556081965801665,0.0
2145,ENTRY,short,2937.380575,0.007626918360467095,STRONG,1.8683904350606932,7.471456341219574,2940.296060714286,2872.5920035714284,0.008961264735658758,31.122106823679232,32.331902718169744,35.186733594671196,2943.5507643058145,2943.7693935193806,,,,
2025-12-25 06:45:00,EXIT,short,2938.825912683929,,,,,,,,31.102117677035935,,,,,STOP_LOSS,-0.011023472518631214,-0.019989146643297425,-0.0
2182,ENTRY,long,2967.9332249999998,0.007548930447998745,STRONG,7.364462043778564,7.464508242488624,2961.330825,3114.6532249999987,0.008961888595931843,31.093155788440004,73.19143016137997,31.67733198013925,2937.1598841367563,2935.5053739920213,,,,
2025-12-25 16:00:00,EXIT,long,2959.8501595875,,,,,,,,31.02319980863793,,,,,STOP_LOSS,-0.061018498605584996,-0.0699559798020746,0.0
2276,ENTRY,short,2902.5779850000004,0.004166295777030124,WEAK,1.783851821347128,4.033015975122931,2911.575927857143,2702.623699285715,0.004837199360562443,31.018362609277368,29.913860610806594,27.825302754972824,2957.0980660195282,2960.2906562992353,,,,
2025-12-26 15:30:00,EXIT,short,2910.120139893215,,,,,,,,30.982089992696267,,,,,STOP_LOSS,-0.03142284808130666,-0.036272616581101626,-0.0
2346,ENTRY,long,2936.96775,0.004116169339857451,WEAK,1.1590912851318653,4.027671699050515,2935.2407785714286,2975.3448928571424,0.004835622641880049,30.977254370054386,63.562281722932994,30.109726449626425,2932.290252134425,2932.066851054342,,,,
2025-12-27 09:00:00,EXIT,long,2933.773158182143,,,,,,,,30.959274526310843,,,,,STOP_LOSS,-0.013149480894021185,-0.017979843743543625,0.0
2354,ENTRY,short,2923.03775,0.007622047412871878,STRONG,1.68565945634936,7.430225886314602,2925.9779214285713,2857.700607142857,0.008911812928045734,30.9503627133828,34.79372033588933,56.74180478188144,2931.518334140388,2931.87555024065,,,,
2025-12-27 11:00:00,EXIT,short,2924.5149324678573,,,,,,,,30.930187241985358,,,,,STOP_LOSS,-0.011259154807471784,-0.020175471397440508,-0.0
