bar_index,equity
0,30.0
1,30.0
2,30.0
3,30.0
4,30.0
5,30.0
6,30.0
7,30.0
8,30.0
9,30.0
10,29.9919018
11,29.989301014512623
12,29.989301014512623
13,29.989301014512623
14,29.989301014512623
15,29.989301014512623
16,29.989301014512623
17,29.989301014512623
18,29.989301014512623
19,29.989301014512623
20,29.989301014512623
21,29.989301014512623
22,29.989301014512623
23,29.989301014512623
24,29.989301014512623
25,29.989301014512623
26,29.989301014512623
27,29.989301014512623
28,29.989301014512623
29,29.989301014512623
30,29.989301014512623
31,29.989301014512623
32,29.989301014512623
33,29.989301014512623
34,29.989301014512623
35,29.989301014512623
36,29.989301014512623
37,29.989301014512623
38,29.989301014512623
39,29.989301014512623
40,29.989301014512623
41,29.989301014512623
42,29.989301014512623
43,29.989301014512623
44,29.989301014512623
45,29.989301014512623
46,29.989301014512623
47,29.989301014512623
48,29.989301014512623
49,29.989301014512623
50,29.989301014512623
51,29.989301014512623
52,29.989301014512623
53,29.989301014512623
54,29.989301014512623
55,29.989301014512623
56,29.989301014512623
57,29.989301014512623
58,29.989301014512623
59,29.989301014512623
60,29.989301014512623
61,29.989301014512623
62,29.989301014512623
63,29.989301014512623
64,29.989301014512623
65,29.989301014512623
66,29.989301014512623
67,29.989301014512623
68,29.989301014512623
69,29.989301014512623
70,29.989301014512623
71,29.989301014512623
72,29.989301014512623
73,29.989301014512623
74,29.989301014512623
75,29.989301014512623
76,29.989301014512623
77,29.989301014512623
78,29.989301014512623
79,29.989301014512623
80,29.989301014512623
81,29.989301014512623
82,29.989301014512623
83,29.989301014512623
84,29.989301014512623
85,29.989301014512623
86,29.989301014512623
87,29.989301014512623
88,29.989301014512623
89,29.989301014512623
90,29.989301014512623
91,29.989301014512623
92,29.989301014512623
93,29.989301014512623
94,29.989301014512623
95,29.989301014512623
96,29.989301014512623
97,29.989301014512623
98,29.989301014512623
99,29.989301014512623
100,29.989301014512623
101,29.989301014512623
102,29.989301014512623
103,29.989301014512623
104,29.989301014512623
105,29.989301014512623
106,29.989301014512623
107,29.989301014512623
108,29.989301014512623
109,29.989301014512623
110,29.989301014512623
111,29.989301014512623
112,29.989301014512623
113,29.989301014512623
114,29.989301014512623
115,29.989301014512623
116,29.989301014512623
117,29.989301014512623
118,29.989301014512623
119,29.989301014512623
120,29.989301014512623
121,29.989301014512623
122,29.989301014512623
123,29.989301014512623
124,29.989301014512623
125,29.989301014512623
126,29.989301014512623
127,29.989301014512623
128,29.989301014512623
129,29.989301014512623
130,29.989301014512623
131,29.989301014512623
132,29.989301014512623
133,29.989301014512623
134,29.989301014512623
135,29.989301014512623
136,29.989301014512623
137,29.989301014512623
138,29.989301014512623
139,29.989301014512623
140,29.989301014512623
141,29.989301014512623
142,29.989301014512623
143,29.989301014512623
144,29.989301014512623
145,29.989301014512623
146,29.989301014512623
147,29.989301014512623
148,29.989301014512623
149,29.989301014512623
150,29.989301014512623
151,29.989301014512623
152,29.989301014512623
153,29.989301014512623
154,29.989301014512623
155,29.989301014512623
156,29.989301014512623
157,29.989301014512623
158,29.989301014512623
159,29.989301014512623
160,29.989301014512623
161,29.989301014512623
162,29.989301014512623
163,29.989301014512623
164,29.989301014512623
165,29.989301014512623
166,29.989301014512623
167,29.989301014512623
168,29.989301014512623
169,29.989301014512623
170,29.989301014512623
171,29.989301014512623
172,29.989301014512623
173,29.989301014512623
174,29.989301014512623
175,29.989301014512623
176,29.989301014512623
177,29.989301014512623
178,29.989301014512623
179,29.989301014512623
180,29.989301014512623
181,29.989301014512623
182,29.989301014512623
183,29.989301014512623
184,29.989301014512623
185,29.989301014512623
186,29.989301014512623
187,29.989301014512623
188,29.989301014512623
189,29.989301014512623
190,29.989301014512623
191,29.989301014512623
192,29.989301014512623
193,29.989301014512623
194,29.989301014512623
195,29.989301014512623
196,29.989301014512623
197,29.989301014512623
198,29.989301014512623
199,29.989301014512623
200,29.989301014512623
201,29.989301014512623
202,29.989301014512623
203,29.989301014512623
204,29.989301014512623
205,29.989301014512623
206,29.989301014512623
207,29.989301014512623
208,29.989301014512623
209,29.989301014512623
210,29.989301014512623
211,29.989301014512623
212,29.989301014512623
213,29.989301014512623
214,29.989301014512623
215,29.989301014512623
216,29.989301014512623
217,29.989301014512623
218,29.989301014512623
219,29.989301014512623
220,29.989301014512623
221,29.989301014512623
222,29.989301014512623
223,29.989301014512623
224,29.989301014512623
225,29.989301014512623
226,29.989301014512623
227,29.989301014512623
228,29.989301014512623
229,29.989301014512623
230,29.989301014512623
231,29.989301014512623
232,29.989301014512623
233,29.989301014512623
234,29.989301014512623
235,29.989301014512623
236,29.989301014512623
237,29.989301014512623
238,29.989301014512623
239,29.989301014512623
240,29.989301014512623
241,29.989301014512623
242,29.989301014512623
243,29.989301014512623
244,29.989301014512623
245,29.989301014512623
246,29.989301014512623
247,29.989301014512623
248,29.989301014512623
249,29.989301014512623
250,29.989301014512623
251,29.989301014512623
252,29.989301014512623
253,29.989301014512623
254,29.989301014512623
255,29.989301014512623
256,29.989301014512623
257,29.989301014512623
258,29.989301014512623
259,29.989301014512623
260,29.989301014512623
261,29.989301014512623
262,29.989301014512623
263,29.989301014512623
264,29.989301014512623
265,29.989301014512623
266,29.989301014512623
267,29.989301014512623
268,29.989301014512623
269,29.989301014512623
270,29.989301014512623
271,29.989301014512623
272,29.989301014512623
273,29.989301014512623
274,29.989301014512623
275,29.989301014512623
276,29.989301014512623
277,29.989301014512623
278,29.989301014512623
279,29.989301014512623
280,29.989301014512623
281,29.989301014512623
282,29.989301014512623
283,29.989301014512623
284,29.989301014512623
285,29.989301014512623
286,29.989301014512623
287,29.989301014512623
288,29.989301014512623
289,29.989301014512623
290,29.989301014512623
291,29.989301014512623
292,29.989301014512623
293,29.989301014512623
294,29.989301014512623
295,29.989301014512623
296,29.989301014512623
297,29.989301014512623
298,29.989301014512623
299,29.989301014512623
300,29.989301014512623
301,29.989301014512623
302,29.989301014512623
303,29.989301014512623
304,29.989301014512623
305,29.989301014512623
306,29.989301014512623
307,29.989301014512623
308,29.989301014512623
309,29.989301014512623
310,29.989301014512623
311,29.989301014512623
312,29.989301014512623
313,29.989301014512623
314,29.989301014512623
315,29.989301014512623
316,29.989301014512623
317,29.989301014512623
318,29.989301014512623
319,29.989301014512623
320,29.989301014512623
321,29.989301014512623
322,29.989301014512623
323,29.989301014512623
324,29.989301014512623
325,29.989301014512623
326,29.989301014512623
327,29.989301014512623
328,29.989301014512623
329,29.989301014512623
330,29.989301014512623
331,29.989301014512623
332,29.989301014512623
333,29.989301014512623
334,29.981202103880644
335,29.96587645517658
336,29.96587645517658
337,29.96587645517658
338,29.96587645517658
339,29.96587645517658
340,29.96587645517658
341,29.96587645517658
342,29.96587645517658
343,29.96587645517658
344,29.96587645517658
345,29.96587645517658
346,29.96587645517658
347,29.96587645517658
348,29.96587645517658
349,29.96587645517658
350,29.96587645517658
351,29.96587645517658
352,29.96587645517658
353,29.949698477795963
354,29.912539155036043
355,29.912539155036043
356,29.912539155036043
357,29.912539155036043
358,29.912539155036043
