timestamp,event_type,side,price,quantity,trend_strength,volume_ratio,capital_used,stop_loss,take_profit,fee,capital_after,rsi,adx,ema_fast,ema_slow,exit_reason,gross_pnl,net_pnl,funding_cost
234,ENTRY,short,1209.21509,0.00967086012795292,WEAK,1.8041023006421562,3.9000000000000004,1210.8442685714285,1164.0993757142855,0.004677660000000001,29.99532234,31.679129843643196,25.643942675614944,1214.800795852777,1215.4433033928265,,,,
2023-01-03 15:45:00,EXIT,short,1210.238846437143,,,,,,,,29.980740114449176,,,,,STOP_LOSS,-0.009900605308701307,-0.01458222555082479,-0.0
524,ENTRY,long,1259.179275,0.00929044427685446,WEAK,1.3474105292633702,3.897496214878393,1255.784417857143,1353.1907035714294,0.004679333955582999,29.976060780493594,74.52319284200588,43.74822329463772,1249.7646074053332,1248.8250698527643,,,,
2023-01-11 22:00:00,EXIT,long,1352.5141082196437,,,,,,,,30.83231042050545,,,,,TAKE_PROFIT,0.867122067116605,0.8562496400118578,0.00584624432231759
1108,ENTRY,long,1420.0196549999998,0.008472145665145125,WEAK,1.0876629457174032,4.008200354665709,1413.5646907142855,1598.7725121428564,0.00481224534581165,30.82749817515964,74.49637919683997,64.76789829229816,1396.2386271972312,1392.8336326871015,,,,
2023-01-12 18:30:00,EXIT,long,1412.8579083689283,,,,,,,,30.762034839282798,,,,,STOP_LOSS,-0.060675360675300424,-0.06546333587684196,0.0
1195,ENTRY,long,1423.941615,0.015562252822301113,STRONG,1.5380240082535481,7.382888361427871,1420.4107221428571,1521.7201864285717,0.008863895766730303,30.753170943516068,62.21826809015438,46.669424736971685,1411.257788062777,1410.4433303221845,,,,
2023-01-13 15:45:00,EXIT,long,1419.7005167817858,,,,,,,,30.678332405450366,,,,,STOP_LOSS,-0.0660010427160589,-0.07483853806570279,0.0
1624,ENTRY,long,1583.11116,0.013959502080441543,STRONG,2.0059821571716236,7.362799777308087,1578.5853028571428,1708.4425885714277,0.008839777412636089,30.66949262803773,59.231768417145986,34.78514503959103,1576.6874841513227,1576.2134591408499,,,,
2023-01-18 08:00:00,EXIT,long,1577.7960102057143,,,,,,,,30.58648568475175,,,,,STOP_LOSS,-0.0741968446111885,-0.08300694328598011,0.0
1668,ENTRY,long,1588.77399,0.013868102679518166,STRONG,3.728344389273739,7.34075656434042,1585.3703114285713,1683.0297042857142,0.008813312331147106,30.577672372420604,72.0283533260636,42.48738430551729,1581.2296474548189,1580.1137945370035,,,,
2023-01-18 15:30:00,EXIT,long,1584.577626272857,,,,,,,,30.510686735282054,,,,,STOP_LOSS,-0.05819560304862263,-0.0669856371385503,0.0
1678,ENTRY,short,1537.95064,0.014276602922820965,STRONG,3.3099373217257453,7.322564816467692,1548.60414,1242.93064,0.00878268424087135,30.501904051041183,23.28700711053662,60.304771398242444,1572.4311673702102,1577.3639905562195,,,,
2023-01-18 17:00:00,EXIT,short,1547.82983793,,,,,,,,30.352023564203332,,,,,STOP_LOSS,-0.14104138604256367,-0.14988048683785204,-0.0
1995,ENTRY,short,1627.46586,0.013421191052046574,STRONG,1.6752071321588953,7.284485655408799,1633.7587885714286,1453.2001457142858,0.008737012095097314,30.343286552108236,25.596427312257603,29.99274079444073,1647.8098283138654,1650.6317032658606,,,,
2023-01-22 00:15:00,EXIT,short,1632.9419091771429,,,,,,,,30.261025039755413,,,,,STOP_LOSS,-0.0734951022168365,-0.08226151235282055,-0.0
2228,ENTRY,short,1616.1415250000002,0.0072988031574907145,WEAK,1.4368077276761666,3.933933255168204,1618.9147035714288,1539.3458107142872,0.004718359546248744,30.256306680209164,14.601927882898792,35.22660698840072,1631.2061252660137,1632.2571579266896,,,,
2023-01-24 10:00:00,EXIT,short,1618.1052462196433,,,,,,,,30.237249772898696,,,,,STOP_LOSS,-0.014332814638362197,-0.019056907310466286,-0.0
2366,ENTRY,long,1581.980595,0.007458007836775145,WEAK,1.3481777089615172,3.9308424704768306,1578.0053807142858,1692.063452142857,0.0047193694700544825,30.23253040342864,79.95518435526597,43.659802984916034,1557.4482871486598,1554.75567488701,,,,
2023-01-25 20:30:00,EXIT,long,1577.2163780239287,,,,,,,,30.192293679041967,,,,,STOP_LOSS,-0.035531567543637226,-0.04023672438667425,0.0
2675,ENTRY,long,1614.1366649999998,0.007298565411184549,WEAK,1.3879163732428708,3.9249981782754557,1609.1014864285712,1753.5723792857148,0.004712352812837512,30.18758132622913,82.22254844392282,64.40363410878783,1582.613276013126,1579.216632081415,,,,
2023-01-29 01:45:00,EXIT,long,1608.296935685357,,,,,,,,30.140264375688314,,,,,STOP_LOSS,-0.04262164638653153,-0.047316950540814424,0.0
3036,ENTRY,long,1607.5633799999998,0.013506055882954258,STRONG,3.3474591024317664,7.233663450165195,1598.8533799999998,1848.763379999999,0.008684736338268332,30.131579639350047,73.75150784077192,33.72330482497947,1583.9633443966345,1581.2066258413518,,,,
2023-02-09 19:15:00,EXIT,long,1598.0539533099998,,,,,,,,29.977874002725716,,,,,STOP_LOSS,-0.1284348482899975,-0.15370563662432976,0.016637425935379948
4067,ENTRY,short,1523.71776,0.007669087728971865,WEAK,1.1626434789611424,3.897123620354343,1526.3367957142857,1451.190617142857,0.004674210070252999,29.973199792655464,28.899480069324625,30.96094622802937,1530.6305829441126,1531.292283829221,,,,
2023-02-12 13:45:00,EXIT,short,1525.5736273164287,,,,,,,,29.954287080198483,,,,,STOP_LOSS,-0.014232809263022962,-0.01891271245698117,-0.0
4101,ENTRY,short,1510.46439,0.014271308411576679,STRONG,5.835800530463659,7.189028899247636,1514.4656042857143,1399.6615328571422,0.008622521261757615,29.945664558936727,5.90344168259999,50.34476333879972,1530.1867440157405,1532.9547207222554,,,,
