timestamp,event_type,side,price,quantity,trend_strength,volume_ratio,capital_used,stop_loss,take_profit,fee,capital_after,rsi,adx,ema_fast,ema_slow,exit_reason,gross_pnl,net_pnl,funding_cost
27,ENTRY,long,4505.781765,0.00499608085213155,STRONG,1.611951517656497,7.5,4503.099336428571,4559.430336428568,0.0090045,29.9909955,88.59864781806994,56.90682066723672,4487.909182603316,4487.700558981216,,,,
2025-10-03 18:27:00,EXIT,long,4500.847786760357,,,,,,,,29.95735030601377,,,,,STOP_LOSS,-0.024650554207913043,-0.03364519398622988,0.0
123,ENTRY,short,4503.737005,0.0049862544589558185,STRONG,4.157635606939336,7.489337576503442,4506.288719285714,4452.702719285713,0.008982711489258229,29.94836759452451,25.108369456483317,46.862623924588135,4518.547514721746,4519.299778576184,,,,
2025-10-03 20:03:00,EXIT,short,4504.035574926072,,,,,,,,29.937895541911814,,,,,STOP_LOSS,-0.0014887456251848744,-0.010472052612693176,-0.0
151,ENTRY,long,4522.94034,0.0023840754919809085,WEAK,1.0459928588945588,3.592547465029418,4521.387625714286,4553.994625714287,0.00431321248651432,29.9335823294253,69.13630781825675,47.04316928560149,4514.357200176352,4514.2730688444135,,,,
2025-10-03 20:31:00,EXIT,long,4519.126931901429,,,,,,,,29.920181300731176,,,,,STOP_LOSS,-0.00909145278872468,-0.01340102869412351,0.0
215,ENTRY,short,4522.067835,0.0023807426222806965,WEAK,1.694028730005049,3.590421756087741,4523.280692142857,4497.810692142858,0.004306351854251637,29.915874948876926,44.42404772831437,20.44186860285402,4528.257212182765,4528.31394820515,,,,
2025-10-03 21:35:00,EXIT,short,4521.019051796786,,,,,,,,29.914066478649247,,,,,STOP_LOSS,0.0024968828734237497,-0.001808470227678518,-0.0
549,ENTRY,short,4471.932915,0.0024069411605535168,WEAK,1.194851083690617,3.5896879774379093,4473.251629285714,4445.558629285714,0.004305471760139029,29.909761006889106,15.248721524871456,32.97410199833452,4480.823658089382,4481.015759784106,,,,
2025-10-04 03:09:00,EXIT,short,4471.015003471071,,,,,,,,29.90766577791331,,,,,STOP_LOSS,0.0022093590407256413,-0.0020952289757970974,-0.0
641,ENTRY,long,4497.457605,0.004989922458224417,STRONG,7.584977726317369,7.476916444478327,4496.134604999999,4523.917605000001,0.00897678588324068,29.898688992030067,72.05323193916328,26.37786983835388,4485.183007332611,4484.981909667997,,,,
2025-10-04 04:41:00,EXIT,long,4493.886537697499,,,,,,,,29.87189998495382,,,,,STOP_LOSS,-0.01781934893257825,-0.026789007076245895,0.0
954,ENTRY,short,4486.23576,0.0023958854655882116,WEAK,2.0814161291464255,3.5846279981944584,4487.160617142857,4467.738617142856,0.004299402821034433,29.867600582132788,27.897252090797352,23.79790194013773,4494.007681282621,4494.264819951339,,,,
2025-10-04 09:54:00,EXIT,short,4484.917036834286,,,,,,,,29.86646195278149,,,,,STOP_LOSS,0.003159509665868386,-0.0011386293512996998,-0.0
1066,ENTRY,short,4485.586085,0.004991242196024831,STRONG,2.017103058173781,7.466615488195372,4486.338227857143,4470.5432278571425,0.008955458616541529,29.857506494164948,30.68592057761653,34.38596280404558,4490.224975154248,4490.315025738,,,,
2025-10-04 11:46:00,EXIT,short,4484.095058743214,,,,,,,,29.85599608554592,,,,,STOP_LOSS,0.007442073168248828,-0.0015104086190254025,-0.0
1122,ENTRY,long,4490.46411,0.004989059596935854,STRONG,1.4948037073527844,7.46399902138648,4489.46211,4510.504109999998,0.008961277225076607,29.847034808320846,74.24496644295562,28.5077366358345,4485.850548044845,4485.836632783431,,,,
2025-10-04 12:42:00,EXIT,long,4487.217378945001,,,,,,,,29.82188187562105,,,,,STOP_LOSS,-0.016198134728613155,-0.02515293269979832,0.0
1126,ENTRY,short,4481.018370000001,0.004988872250709481,STRONG,2.1362119910519364,7.455470468905262,4481.92737,4462.838370000002,0.008942091280404975,29.812939784340642,45.348837209303234,28.687395662887962,4485.771577335329,4485.816802777413,,,,
2025-10-04 12:46:00,EXIT,short,4479.686406315001,,,,,,,,29.810645347725956,,,,,STOP_LOSS,0.0066449966670498375,-0.0022944366146883163,-0.0
1145,ENTRY,long,4499.338545,0.0023863948298080188,WEAK,3.4869660482651583,3.5772774417271145,4497.838973571428,4529.329973571428,0.004294879296537573,29.806350468429418,76.26854020296474,23.80579787363857,4485.215237921785,4484.904127319838,,,,
2025-10-04 13:05:00,EXIT,long,4495.590054084642,,,,,,,,29.793113787944627,,,,,STOP_LOSS,-0.008945379339990874,-0.01323668048479245,0.0
1422,ENTRY,short,4456.55061,0.005011423604878122,STRONG,4.666389876292482,7.448278446986157,4458.049752857143,4426.567752857142,0.008933465169315197,29.784180322775313,23.201362281823563,31.882663156525286,4466.483680615274,4466.543330564038,,,,
2025-10-04 17:42:00,EXIT,short,4455.820727980715,,,,,,,,29.778906068685412,,,,,STOP_LOSS,0.0036577479802233086,-0.0052742540898998,-0.0
1460,ENTRY,short,4453.442165,0.005012530001439527,STRONG,7.122789487528007,7.444726517171353,4454.755736428572,4427.170736428572,0.008929204984695321,29.769976863700716,23.840345199568944,32.681916074120664,4462.989742298277,4463.2610610044085,,,,
2025-10-04 18:20:00,EXIT,short,4452.528358560358,,,,,,,,29.765629973103113,,,,,STOP_LOSS,0.004580482194214316,-0.004346890597603319,-0.0
1680,ENTRY,short,4482.257750000001,0.0023894808318245335,WEAK,1.0822751121587713,3.5718755967723737,4482.986750000001,4467.67775,0.004284107590768785,29.761345865512343,19.415645617344836,60.36664703358807,4486.063307692865,4486.136496811009,,,,
2025-10-04 22:00:00,EXIT,short,4480.745256625001,,,,,,,,29.76067727747897,,,,,STOP_LOSS,0.0036140739278226488,-0.0006685880333750075,-0.0
1684,ENTRY,long,4491.404579999999,0.0023866032442355425,WEAK,1.1726289154412375,3.571281273297476,4490.700865714285,4505.478865714285,0.004287680296720949,29.75638959718225,72.04408817635185,59.86360521161894,4486.402093787268,4486.264091108691,,,,
2025-10-04 22:04:00,EXIT,long,4488.455515281428,,,,,,,,29.745066484759697,,,,,STOP_LOSS,-0.007038247424802622,-0.011323112422553652,0.0
1713,ENTRY,long,4490.654205,0.004970312396498933,STRONG,1.4226781511258086,7.436266621189924,4490.010919285714,4503.519919285714,0.008927981705400623,29.736138503054296,75.55762081784766,34.677628316642576,4485.912335488243,4485.762161831193,,,,
2025-10-04 22:33:00,EXIT,long,4487.7659138260715,,,,,,,,29.71286055420619,,,,,STOP_LOSS,-0.01435570942647447,-0.023277948848104503,0.0
1844,ENTRY,short,4479.209275,0.0023868680448324154,WEAK,1.1315685053329176,3.5655432665047426,4480.1139892857145,4461.1149892857175,0.004276512593845789,29.708584041612344,19.98936735778625,22.915811595122893,4487.687331577719,4487.908869122905,,,,
2025-10-05 00:44:00,EXIT,short,4477.8739322910715,,,,,,,,29.707496090774075,,,,,STOP_LOSS,0.0031872868408418494,-0.0010879508382676028,-0.0
1949,ENTRY,long,4490.46411,0.004964244637758523,STRONG,1.5084291644922254,7.426874022693519,4489.610395714286,4507.538395714284,0.00891670495164584,29.69857938582243,68.6646433990894,36.01889610052008,4483.149377249326,4483.11729055295,,,,
2025-10-05 02:29:00,EXIT,long,4487.365590516429,,,,,,,,29.67428702486297,,,,,STOP_LOSS,-0.015381808731308542,-0.024292360959461856,0.0
2147,ENTRY,short,4556.3207,0.004882138215383501,STRONG,2.5520005700404074,7.4185717562157425,4558.6804142857145,4509.126414285714,0.008897834964405162,29.665389189898566,29.35457736970116,33.52216439674647,4567.688923523961,4567.776207040424,,,,
2025-10-05 05:47:00,EXIT,short,4556.401074078572,,,,,,,,29.656098800614696,,,,,STOP_LOSS,-0.00039239736051950764,-0.009290389283868878,-0.0
2165,ENTRY,long,4570.60416,0.004868764469314983,STRONG,4.020117110024043,7.414024700153674,4568.880445714285,4605.078445714286,0.008901278055004501,29.647197522559694,64.25322213798336,40.96471689706395,4566.446562661544,4566.355346166357,,,,
2025-10-05 06:05:00,EXIT,long,4566.5960054914285,,,,,,,,29.618789290149937,,,,,STOP_LOSS,-0.01951476025885685,-0.02840823240975781,0.0
2229,ENTRY,long,4577.287499999999,0.004855539227893432,STRONG,3.108468782574967,7.404697322537484,4575.705214285714,4608.933214285713,0.008890079605438504,29.609899210544498,76.93441414885544,32.950201154173506,4564.101156593378,4563.594730645735,,,,
2025-10-05 07:09:00,EXIT,long,4573.417361678571,,,,,,,,29.582225039145364,,,,,STOP_LOSS,-0.018791608437069163,-0.02767417139913284,0.0
2463,ENTRY,long,4549.273499999999,0.00487940813269387,STRONG,2.1269001693556246,7.395556259786341,4547.463214285714,4585.479214285712,0.008879104845499482,29.573345934299866,54.58452722063044,54.90464459080039,4543.067169860703,4542.8541562033515,,,,
2025-10-05 11:03:00,EXIT,long,4545.189482678571,,,,,,,,29.54454721315706,,,,,STOP_LOSS,-0.01992758733223984,-0.028798721142806426,0.0
2484,ENTRY,long,4550.5841550000005,0.0048717898317985784,STRONG,2.278536601361594,7.386136803289265,4549.141583571429,4579.435583571431,0.008867795846029092,29.53567941731103,71.81274900398469,33.84702759750025,4542.914954719078,4542.749468435539,,,,
2025-10-05 11:24:00,EXIT,long,4546.867012779643,,,,,,,,29.508709729446785,,,,,STOP_LOSS,-0.018109135672486107,-0.0269696878642462,0.0
2528,ENTRY,short,4538.3297,0.004874142689751373,STRONG,1.6541268949228247,7.377177432361696,4540.286128571429,4499.201128571431,0.008848186612374617,29.49986154283441,26.44032921810725,59.274451288536895,4547.36893031907,4547.6738783589935,,,,
2025-10-05 12:08:00,EXIT,short,4538.015985507143,,,,,,,,29.492543057059745,,,,,STOP_LOSS,0.0015290892020274633,-0.0073184857746663445,-0.0
2642,ENTRY,long,4546.021874999999,0.0023366856672443486,WEAK,2.4559025832432444,3.539105166847169,4544.761446428571,4571.2304464285735,0.004249049663316711,29.48829400739643,65.62786434463618,24.397629806810716,4538.4879916093605,4538.369212336465,,,,
